,DATE,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME,COMPANY
1029,2019-11-29,201.6,203.8,201.21,201.64,201.64,7985200,META
1030,2019-11-29,22.07,22.08,21.83,22.0,22.0,36984000,TESLA
1031,2019-11-29,66.65,67.0,66.47,66.81,65.09,46617600,APPLE
1032,2019-12-02,90.22,90.28,88.13,89.08,89.08,78512000,AMAZON
1033,2019-12-02,202.13,202.18,198.05,199.7,199.7,11503400,META
1034,2019-12-02,21.96,22.43,21.91,22.32,22.32,91117500,TESLA
1035,2019-12-02,66.82,67.06,65.86,66.04,64.34,94487200,APPLE
1036,2019-12-03,197.6,198.93,195.08,198.82,198.82,11595300,META
1037,2019-12-03,22.17,22.53,22.15,22.41,22.41,98605500,TESLA
1038,2019-12-03,88.0,88.64,87.36,88.5,88.5,67618000,AMAZON
1039,2019-12-03,64.58,64.88,64.07,64.86,63.19,114430400,APPLE
1040,2019-12-04,22.52,22.52,22.19,22.2,22.2,82995000,TESLA
1041,2019-12-04,65.27,65.83,65.17,65.43,63.75,67181600,APPLE
1042,2019-12-04,200.0,200.03,198.05,198.71,198.71,8456300,META
1043,2019-12-04,88.7,89.45,88.01,88.03,88.03,53402000,AMAZON
1044,2019-12-05,22.19,22.29,21.82,22.02,22.02,55869000,TESLA
1045,2019-12-05,65.95,66.47,65.68,66.39,64.68,74424400,APPLE
1046,2019-12-05,199.86,201.29,198.21,199.36,199.36,9740400,META
1047,2019-12-05,88.18,88.18,87.0,87.02,87.02,56476000,AMAZON
1048,2019-12-06,22.33,22.59,22.32,22.39,22.39,114186000,TESLA
1049,2019-12-06,87.56,87.72,87.01,87.58,87.58,62348000,AMAZON
1050,2019-12-06,66.87,67.75,66.82,67.68,65.93,106075600,APPLE
1051,2019-12-06,200.5,201.57,200.06,201.05,201.05,12270600,META
1052,2019-12-09,200.65,203.14,200.21,201.34,201.34,11954800,META
1053,2019-12-09,67.5,67.7,66.23,66.73,65.01,128042400,APPLE
1054,2019-12-09,87.53,88.34,87.28,87.48,87.48,48856000,AMAZON
1055,2019-12-09,22.44,22.96,22.34,22.64,22.64,135346500,TESLA
1056,2019-12-10,87.37,87.53,86.75,86.96,86.96,50286000,AMAZON
1057,2019-12-10,201.66,202.05,200.15,200.87,200.87,9475700,META
1058,2019-12-10,67.15,67.52,66.46,67.12,65.39,90420400,APPLE
1059,2019-12-10,22.66,23.38,22.62,23.26,23.26,132424500,TESLA
1060,2019-12-11,200.28,202.63,200.28,202.26,202.26,8036800,META
1061,2019-12-11,67.2,67.78,67.12,67.69,65.95,78756800,APPLE
1062,2019-12-11,23.46,23.81,23.41,23.51,23.51,103467000,TESLA
1063,2019-12-11,87.08,87.5,86.79,87.44,87.44,41952000,AMAZON
1064,2019-12-12,87.5,88.2,87.27,88.02,88.02,61918000,AMAZON
1065,2019-12-12,202.35,203.66,194.1,196.75,196.75,23734800,META
1066,2019-12-12,66.94,68.14,66.83,67.86,66.12,137310400,APPLE
1067,2019-12-12,23.66,24.18,23.55,23.98,23.98,116458500,TESLA
1068,2019-12-13,88.25,88.45,87.75,88.05,88.05,54914000,AMAZON
1069,2019-12-13,67.86,68.82,67.73,68.79,67.01,133587600,APPLE
1070,2019-12-13,24.07,24.35,23.64,23.89,23.89,98563500,TESLA
1071,2019-12-13,196.4,196.8,193.17,194.11,194.11,18798000,META
1072,2019-12-16,24.17,25.57,24.17,25.43,25.43,272613000,TESLA
1073,2019-12-16,195.27,199.12,194.81,197.92,197.92,14911500,META
1074,2019-12-16,88.35,88.47,87.85,88.46,88.46,62904000,AMAZON
1075,2019-12-16,69.25,70.2,69.25,69.96,68.16,128186000,APPLE
1076,2019-12-17,198.84,199.0,196.13,198.39,198.39,10175700,META
1077,2019-12-17,88.9,89.6,88.87,89.53,89.53,72888000,AMAZON
1078,2019-12-17,69.89,70.44,69.7,70.1,68.3,114158400,APPLE
1079,2019-12-17,25.27,25.7,25.06,25.27,25.27,127452000,TESLA
1080,2019-12-18,200.09,204.3,200.09,202.5,202.5,23274400,META
1081,2019-12-18,25.38,26.35,25.37,26.21,26.21,211815000,TESLA
1082,2019-12-18,69.95,70.47,69.78,69.93,68.13,116028400,APPLE
1083,2019-12-18,89.75,89.91,89.12,89.2,89.2,67028000,AMAZON
1084,2019-12-19,26.49,27.12,26.43,26.94,26.94,271606500,TESLA
1085,2019-12-19,89.03,89.65,88.7,89.61,89.61,53056000,AMAZON
1086,2019-12-19,69.88,70.29,69.74,70.0,68.2,98369200,APPLE
1087,2019-12-19,202.78,206.3,202.51,206.06,206.06,16514600,META
1088,2019-12-20,207.48,207.71,203.43,206.3,206.3,27306900,META
1089,2019-12-20,89.98,90.15,89.12,89.32,89.32,103016000,AMAZON
1090,2019-12-20,27.35,27.53,26.68,27.04,27.04,221290500,TESLA
1091,2019-12-20,70.56,70.66,69.64,69.86,68.06,275978000,APPLE
1092,2019-12-23,206.7,208.59,205.68,206.18,206.18,13348900,META
1093,2019-12-23,89.41,89.65,89.23,89.65,89.65,42728000,AMAZON
1094,2019-12-23,27.45,28.13,27.33,27.95,27.95,199794000,TESLA
1095,2019-12-23,70.13,71.06,70.09,71.0,69.17,98572000,APPLE
1096,2019-12-24,206.3,206.79,205.0,205.12,205.12,6046300,META
1097,2019-12-24,27.89,28.36,27.51,28.35,28.35,120820500,TESLA
1098,2019-12-24,89.69,89.78,89.38,89.46,89.46,17626000,AMAZON
1099,2019-12-24,71.17,71.22,70.73,71.07,69.24,48478800,APPLE
1100,2019-12-26,205.57,207.82,205.31,207.79,207.79,9350700,META
1101,2019-12-26,28.53,28.9,28.42,28.73,28.73,159508500,TESLA
1102,2019-12-26,71.21,72.5,71.18,72.48,70.61,93121200,APPLE
1103,2019-12-26,90.05,93.52,89.97,93.44,93.44,120108000,AMAZON
1104,2019-12-27,208.67,208.93,206.59,208.1,208.1,10284200,META
1105,2019-12-27,72.78,73.49,72.03,72.45,70.58,146266000,APPLE
1106,2019-12-27,94.15,95.07,93.3,93.49,93.49,123732000,AMAZON
1107,2019-12-27,29.0,29.02,28.41,28.69,28.69,149185500,TESLA
1108,2019-12-30,207.86,207.9,203.9,204.41,204.41,10524300,META
1109,2019-12-30,28.59,28.6,27.28,27.65,27.65,188796000,TESLA
1110,2019-12-30,93.7,94.2,92.03,92.34,92.34,73494000,AMAZON
1111,2019-12-30,72.36,73.17,71.31,72.88,71.0,144114400,APPLE
1112,2019-12-31,92.1,92.66,91.61,92.39,92.39,50130000,AMAZON
1113,2019-12-31,204.0,205.56,203.6,205.25,205.25,8953500,META
1114,2019-12-31,72.48,73.42,72.38,73.41,71.52,100805600,APPLE
1115,2019-12-31,27.0,28.09,26.81,27.89,27.89,154285500,TESLA
1116,2020-01-02,28.3,28.71,28.11,28.68,28.68,142981500,TESLA
1117,2020-01-02,93.75,94.9,93.21,94.9,94.9,80580000,AMAZON
1118,2020-01-02,206.75,209.79,206.27,209.78,209.78,12077100,META
1119,2020-01-02,74.06,75.15,73.8,75.09,73.15,135480400,APPLE
1120,2020-01-03,74.29,75.14,74.12,74.36,72.44,146322800,APPLE
1121,2020-01-03,29.37,30.27,29.13,29.53,29.53,266677500,TESLA
1122,2020-01-03,207.21,210.4,206.95,208.67,208.67,11188400,META
1123,2020-01-03,93.22,94.31,93.22,93.75,93.75,75288000,AMAZON
1124,2020-01-06,73.45,74.99,73.19,74.95,73.02,118387200,APPLE
1125,2020-01-06,29.36,30.1,29.33,30.1,30.1,151995000,TESLA
1126,2020-01-06,93.0,95.18,93.0,95.14,95.14,81236000,AMAZON
1127,2020-01-06,206.7,212.78,206.52,212.6,212.6,17058900,META
1128,2020-01-07,74.96,75.22,74.37,74.6,72.68,108872000,APPLE
1129,2020-01-07,95.22,95.69,94.6,95.34,95.34,80898000,AMAZON
1130,2020-01-07,212.82,214.58,211.75,213.06,213.06,14912400,META
1131,2020-01-07,30.76,31.44,30.22,31.27,31.27,268231500,TESLA
1132,2020-01-08,94.9,95.55,94.32,94.6,94.6,70160000,AMAZON
1133,2020-01-08,74.29,76.11,74.29,75.8,73.84,132079200,APPLE
1134,2020-01-08,213.0,216.24,212.61,215.22,215.22,13475000,META
1135,2020-01-08,31.58,33.23,31.22,32.81,32.81,467164500,TESLA
1136,2020-01-09,95.49,95.89,94.79,95.05,95.05,63346000,AMAZON
1137,2020-01-09,76.81,77.61,76.55,77.41,75.41,170108400,APPLE
1138,2020-01-09,33.14,33.25,31.52,32.09,32.09,426606000,TESLA
1139,2020-01-09,217.54,218.38,216.28,218.3,218.3,12642800,META
1140,2020-01-10,77.65,78.17,77.06,77.58,75.58,140644800,APPLE
1141,2020-01-10,95.27,95.35,94.0,94.16,94.16,57074000,AMAZON
1142,2020-01-10,219.2,219.88,217.42,218.06,218.06,12119400,META
1143,2020-01-10,32.12,32.33,31.58,31.88,31.88,194392500,TESLA
1144,2020-01-13,32.9,35.04,32.8,34.99,34.99,397764000,TESLA
1145,2020-01-13,77.91,79.27,77.79,79.24,77.2,121532000,APPLE
1146,2020-01-13,219.6,221.97,219.21,221.91,221.91,14463400,META
1147,2020-01-13,94.57,94.9,94.04,94.57,94.57,55616000,AMAZON
1148,2020-01-14,94.29,94.36,92.93,93.47,93.47,68818000,AMAZON
1149,2020-01-14,36.28,36.49,34.99,35.86,35.86,434943000,TESLA
1150,2020-01-14,79.18,79.39,78.04,78.17,76.16,161954400,APPLE
1151,2020-01-14,221.61,222.38,218.63,219.06,219.06,13288900,META
1152,2020-01-15,77.96,78.88,77.39,77.83,75.83,121923600,APPLE
1153,2020-01-15,220.61,221.68,220.14,221.15,221.15,10036500,META
1154,2020-01-15,93.61,93.94,92.75,93.1,93.1,57932000,AMAZON
1155,2020-01-15,35.32,35.86,34.45,34.57,34.57,260532000,TESLA
1156,2020-01-16,94.15,94.28,93.3,93.9,93.9,53190000,AMAZON
1157,2020-01-16,32.92,34.3,32.81,34.23,34.23,326050500,TESLA
1158,2020-01-16,78.4,78.93,78.02,78.81,76.78,108829200,APPLE
1159,2020-01-16,222.57,222.63,220.39,221.77,221.77,10015300,META
1160,2020-01-17,94.29,94.33,92.86,93.24,93.24,79946000,AMAZON
1161,2020-01-17,222.03,222.29,220.53,222.14,222.14,15905900,META
1162,2020-01-17,33.84,34.38,33.54,34.03,34.03,204436500,TESLA
1163,2020-01-17,79.07,79.68,78.75,79.68,77.63,137816400,APPLE
1164,2020-01-21,222.16,222.37,219.12,221.44,221.44,14275800,META
1165,2020-01-21,35.35,36.57,35.23,36.48,36.48,267052500,TESLA
1166,2020-01-21,93.25,94.71,93.0,94.6,94.6,74156000,AMAZON
1167,2020-01-21,79.3,79.75,79.0,79.14,77.1,110843200,APPLE
1168,2020-01-22,38.13,39.63,37.27,37.97,37.97,470535000,TESLA
1169,2020-01-22,222.31,222.75,221.28,221.32,221.32,12212800,META
1170,2020-01-22,79.64,80.0,79.33,79.43,77.38,101832400,APPLE
1171,2020-01-22,94.8,95.12,94.17,94.37,94.37,64326000,AMAZON
1172,2020-01-23,79.48,79.89,78.91,79.81,77.75,104472000,APPLE
1173,2020-01-23,220.75,221.49,219.27,219.76,219.76,11195000,META
1174,2020-01-23,37.62,38.8,37.04,38.15,38.15,294765000,TESLA
1175,2020-01-23,94.26,94.5,93.64,94.23,94.23,49692000,AMAZON
1176,2020-01-24,80.06,80.83,79.38,79.58,77.53,146537600,APPLE
1177,2020-01-24,220.8,221.78,216.11,217.94,217.94,11905800,META
1178,2020-01-24,94.57,94.75,92.37,93.08,93.08,75324000,AMAZON
1179,2020-01-24,38.04,38.26,36.95,37.65,37.65,215304000,TESLA
1180,2020-01-27,36.13,37.63,35.95,37.2,37.2,204121500,TESLA
1181,2020-01-27,91.0,92.05,90.77,91.42,91.42,70570000,AMAZON
1182,2020-01-27,77.51,77.94,76.22,77.24,75.25,161940000,APPLE
1183,2020-01-27,213.1,216.06,212.5,214.87,214.87,13810700,META
1184,2020-01-28,92.03,92.91,91.5,92.66,92.66,56160000,AMAZON
1185,2020-01-28,37.9,38.45,37.21,37.79,37.79,176827500,TESLA
1186,2020-01-28,78.15,79.6,78.05,79.42,77.38,162234000,APPLE
1187,2020-01-28,216.14,218.74,213.52,217.79,217.79,13413800,META
1188,2020-01-29,93.2,93.74,92.75,92.9,92.9,41760000,AMAZON
1189,2020-01-29,38.38,39.32,37.83,38.73,38.73,267022500,TESLA
1190,2020-01-29,81.11,81.96,80.35,81.08,79.0,216229200,APPLE
1191,2020-01-29,221.44,224.2,218.45,223.23,223.23,33181300,META
1192,2020-01-30,206.53,211.43,204.75,209.53,209.53,48775500,META
1193,2020-01-30,92.9,93.64,92.53,93.53,93.53,126548000,AMAZON
1194,2020-01-30,42.16,43.39,41.2,42.72,42.72,435085500,TESLA
1195,2020-01-30,80.14,81.02,79.69,80.97,78.88,126743200,APPLE
1196,2020-01-31,102.57,102.79,100.11,100.44,100.44,311346000,AMAZON
1197,2020-01-31,80.23,80.67,77.07,77.38,75.38,199588400,APPLE
1198,2020-01-31,42.67,43.53,42.17,43.37,43.37,235789500,TESLA
1199,2020-01-31,208.43,208.69,201.06,201.91,201.91,31359900,META
1200,2020-02-03,203.44,205.14,202.5,204.19,204.19,15495600,META
1201,2020-02-03,44.91,52.41,44.9,52.0,52.0,705975000,TESLA
1202,2020-02-03,76.07,78.37,75.56,77.17,75.18,173788400,APPLE
1203,2020-02-03,100.53,102.43,100.01,100.21,100.21,117834000,AMAZON
1204,2020-02-04,58.86,64.6,55.59,59.14,59.14,914082000,TESLA
1205,2020-02-04,101.49,102.99,100.77,102.48,102.48,105786000,AMAZON
1206,2020-02-04,78.83,79.91,78.41,79.71,77.66,136616400,APPLE
1207,2020-02-04,206.62,210.6,205.2,209.83,209.83,19628900,META
1208,2020-02-05,212.51,212.73,208.71,210.11,210.11,12538200,META
1209,2020-02-05,103.55,103.55,101.6,101.99,101.99,87524000,AMAZON
1210,2020-02-05,80.88,81.19,79.74,80.36,78.29,118826800,APPLE
1211,2020-02-05,54.88,56.4,46.94,48.98,48.98,726357000,TESLA
1212,2020-02-06,80.64,81.31,80.07,81.3,79.21,105425600,APPLE
1213,2020-02-06,102.05,102.82,101.24,102.51,102.51,63660000,AMAZON
1214,2020-02-06,210.47,211.19,209.34,210.85,210.85,10567500,META
1215,2020-02-06,46.66,53.06,45.8,49.93,49.93,598212000,TESLA
1216,2020-02-07,80.59,80.85,79.5,80.01,78.13,117684000,APPLE
1217,2020-02-07,210.3,212.82,209.93,212.33,212.33,12242500,META
1218,2020-02-07,48.7,51.32,48.67,49.87,49.87,255952500,TESLA
1219,2020-02-07,102.1,104.93,101.9,103.96,103.96,101906000,AMAZON
1220,2020-02-10,104.25,106.78,104.25,106.7,106.7,101124000,AMAZON
1221,2020-02-10,211.52,213.8,210.66,213.06,213.06,11856400,META
1222,2020-02-10,53.33,54.67,50.16,51.42,51.42,370338000,TESLA
1223,2020-02-10,78.54,80.39,78.46,80.39,78.5,109348800,APPLE
1224,2020-02-11,51.25,52.23,50.53,51.63,51.63,175462500,TESLA
1225,2020-02-11,210.19,210.86,206.51,207.19,207.19,25030800,META
1226,2020-02-11,80.9,80.97,79.68,79.9,78.03,94323200,APPLE
1227,2020-02-11,107.54,109.3,106.8,107.54,107.54,114920000,AMAZON
1228,2020-02-12,207.85,211.22,207.4,210.76,210.76,13813700,META
1229,2020-02-12,108.16,109.01,107.76,108.0,108.0,66686000,AMAZON
1230,2020-02-12,51.86,52.65,50.89,51.15,51.15,180337500,TESLA
1231,2020-02-12,80.37,81.81,80.37,81.8,79.88,113730400,APPLE
1232,2020-02-13,81.05,81.56,80.84,81.22,79.31,94747600,APPLE
1233,2020-02-13,107.25,108.51,107.1,107.49,107.49,60636000,AMAZON
1234,2020-02-13,49.46,54.53,49.0,53.6,53.6,394339500,TESLA
1235,2020-02-13,209.52,214.33,209.18,213.14,213.14,15396600,META
1236,2020-02-14,81.18,81.5,80.71,81.24,79.33,80113600,APPLE
1237,2020-02-14,107.78,107.95,106.29,106.74,106.74,52124000,AMAZON
1238,2020-02-14,214.0,214.93,212.65,214.18,214.18,10741700,META
1239,2020-02-14,52.48,54.2,52.37,53.34,53.34,235405500,TESLA
1240,2020-02-18,56.11,57.33,55.49,57.23,57.23,245725500,TESLA
1241,2020-02-18,213.55,217.98,213.4,217.8,217.8,15609200,META
1242,2020-02-18,78.84,79.94,78.65,79.75,77.88,152531200,APPLE
1243,2020-02-18,106.25,108.3,106.21,107.78,107.78,58912000,AMAZON
1244,2020-02-19,61.57,62.99,60.07,61.16,61.16,381345000,TESLA
1245,2020-02-19,80.0,81.14,80.0,80.9,79.01,93984000,APPLE
1246,2020-02-19,217.99,218.32,216.11,217.49,217.49,12135100,META
1247,2020-02-19,108.39,109.25,108.06,108.51,108.51,51224000,AMAZON
1248,2020-02-20,216.52,218.77,212.95,214.58,214.58,13109200,META
1249,2020-02-20,80.66,81.16,79.55,80.07,78.2,100566000,APPLE
1250,2020-02-20,108.65,108.84,106.37,107.65,107.65,62626000,AMAZON
1251,2020-02-20,60.8,60.8,57.33,59.96,59.96,264523500,TESLA
1252,2020-02-21,213.48,214.24,208.83,210.18,210.18,14092300,META
1253,2020-02-21,107.11,107.23,104.4,104.8,104.8,92926000,AMAZON
1254,2020-02-21,60.47,60.87,58.7,60.07,60.07,214722000,TESLA
1255,2020-02-21,79.65,80.11,77.62,78.26,76.43,129554000,APPLE
1256,2020-02-24,74.32,76.04,72.31,74.54,72.8,222195200,APPLE
1257,2020-02-24,55.93,57.57,54.81,55.59,55.59,227883000,TESLA
1258,2020-02-24,201.8,203.65,198.17,200.72,200.72,23080100,META
1259,2020-02-24,100.16,101.96,99.4,100.46,100.46,130940000,AMAZON
1260,2020-02-25,56.6,57.11,52.47,53.33,53.33,259357500,TESLA
1261,2020-02-25,75.24,75.63,71.53,72.02,70.33,230673600,APPLE
1262,2020-02-25,202.25,203.5,195.95,196.77,196.77,21433500,META
1263,2020-02-25,101.32,101.73,97.92,98.64,98.64,124382000,AMAZON
1264,2020-02-26,71.63,74.47,71.62,73.16,71.45,198054800,APPLE
1265,2020-02-26,98.51,100.73,98.02,98.98,98.98,104492000,AMAZON
1266,2020-02-26,52.17,54.22,51.74,51.92,51.92,211282500,TESLA
1267,2020-02-26,197.19,201.21,195.49,197.2,197.2,16524500,META
1268,2020-02-27,191.82,195.88,189.5,189.75,189.75,21682600,META
1269,2020-02-27,70.28,71.5,68.24,68.38,66.78,320605600,APPLE
1270,2020-02-27,48.67,49.32,44.6,45.27,45.27,364158000,TESLA
1271,2020-02-27,96.72,98.75,94.14,94.21,94.21,162880000,AMAZON
1272,2020-02-28,64.32,69.6,64.09,68.34,66.74,426510000,APPLE
1273,2020-02-28,182.7,192.74,181.82,192.47,192.47,32568900,META
1274,2020-02-28,90.73,94.49,90.56,94.19,94.19,189620000,AMAZON
1275,2020-02-28,41.98,46.03,40.77,44.53,44.53,363343500,TESLA
1276,2020-03-02,95.32,97.73,93.5,97.7,97.7,135234000,AMAZON
1277,2020-03-02,70.57,75.36,69.43,74.7,72.95,341397200,APPLE
1278,2020-03-02,194.03,196.57,188.85,196.44,196.44,24949000,META
1279,2020-03-02,47.42,49.58,45.78,49.57,49.57,302925000,TESLA
1280,2020-03-03,196.22,197.24,183.97,185.89,185.89,27984100,META
1281,2020-03-03,75.92,76.0,71.45,72.33,70.63,319475600,APPLE
1282,2020-03-03,53.67,53.8,47.74,49.7,49.7,386760000,TESLA
1283,2020-03-03,98.77,99.82,94.4,95.45,95.45,150690000,AMAZON
1284,2020-03-04,189.17,191.83,186.39,191.76,191.76,23062500,META
1285,2020-03-04,50.93,51.1,48.32,49.97,49.97,225735000,TESLA
1286,2020-03-04,97.33,98.9,96.1,98.79,98.79,95458000,AMAZON
1287,2020-03-04,74.11,75.85,73.28,75.68,73.91,219178400,APPLE
1288,2020-03-05,96.65,98.04,95.5,96.2,96.2,94964000,AMAZON
1289,2020-03-05,73.88,74.89,72.85,73.23,71.51,187572800,APPLE
1290,2020-03-05,48.25,49.72,47.87,48.3,48.3,162790500,TESLA
1291,2020-03-05,186.78,188.99,183.89,185.17,185.17,19333400,META
1292,2020-03-06,70.5,72.71,70.31,72.26,70.56,226176800,APPLE
1293,2020-03-06,178.33,183.78,176.26,181.09,181.09,24559600,META
1294,2020-03-06,93.75,95.54,93.47,95.05,95.05,105472000,AMAZON
1295,2020-03-06,46.0,47.13,45.62,46.9,46.9,189943500,TESLA
1296,2020-03-09,65.94,69.52,65.75,66.54,64.98,286744800,APPLE
1297,2020-03-09,88.69,93.14,88.06,90.03,90.03,156264000,AMAZON
1298,2020-03-09,40.36,44.2,40.33,40.53,40.53,256105500,TESLA
1299,2020-03-09,169.6,175.0,165.19,169.5,169.5,29949000,META
1300,2020-03-10,43.96,44.53,40.53,43.02,43.02,233916000,TESLA
1301,2020-03-10,93.54,94.71,90.91,94.59,94.59,142666000,AMAZON
1302,2020-03-10,174.67,178.29,169.5,178.19,178.19,24517800,META
1303,2020-03-10,69.29,71.61,67.34,71.33,69.66,285290000,APPLE
1304,2020-03-11,69.35,70.31,67.96,68.86,67.24,255598800,APPLE
1305,2020-03-11,174.01,175.88,167.66,170.24,170.24,20373900,META
1306,2020-03-11,92.89,93.57,90.07,91.04,91.04,112496000,AMAZON
1307,2020-03-11,42.68,43.57,40.87,42.28,42.28,199837500,TESLA
1308,2020-03-12,86.1,88.25,83.75,83.83,83.83,226924000,AMAZON
1309,2020-03-12,159.54,166.6,154.34,154.47,154.47,43266300,META
1310,2020-03-12,63.99,67.5,62.0,62.06,60.6,418474000,APPLE
1311,2020-03-12,38.73,39.63,36.42,37.37,37.37,283636500,TESLA
1312,2020-03-13,163.53,170.79,157.6,170.28,170.28,35028600,META
1313,2020-03-13,39.67,40.5,33.47,36.44,36.44,339604500,TESLA
1314,2020-03-13,87.75,89.32,84.03,89.25,89.25,176194000,AMAZON
1315,2020-03-13,66.22,69.98,63.24,69.49,67.86,370732000,APPLE
1316,2020-03-16,31.3,32.99,29.48,29.67,29.67,307342500,TESLA
1317,2020-03-16,82.08,87.97,81.3,84.46,84.46,178346000,AMAZON
1318,2020-03-16,60.49,64.77,60.0,60.55,59.13,322423600,APPLE
1319,2020-03-16,152.32,159.13,143.1,146.01,146.01,39120400,META
1320,2020-03-17,61.88,64.4,59.6,63.22,61.73,324056000,APPLE
1321,2020-03-17,29.33,31.46,26.4,28.68,28.68,359919000,TESLA
1322,2020-03-17,88.77,92.89,84.46,90.39,90.39,218342000,AMAZON
1323,2020-03-17,150.74,153.94,140.0,149.42,149.42,34255600,META
1324,2020-03-18,59.94,62.5,59.28,61.67,60.22,300233600,APPLE
1325,2020-03-18,25.93,26.99,23.37,24.08,24.08,356793000,TESLA
1326,2020-03-18,87.5,92.08,87.25,91.5,91.5,192904000,AMAZON
1327,2020-03-18,139.75,148.18,137.1,146.96,146.96,37553100,META
1328,2020-03-19,24.98,30.13,23.9,28.51,28.51,452932500,TESLA
1329,2020-03-19,146.62,159.93,144.8,153.13,153.13,39862300,META
1330,2020-03-19,61.85,63.21,60.65,61.2,59.76,271857200,APPLE
1331,2020-03-19,93.0,97.25,91.63,94.05,94.05,207998000,AMAZON
1332,2020-03-20,156.02,159.27,148.0,149.73,149.73,32568400,META
1333,2020-03-20,96.32,97.85,91.04,92.3,92.3,196358000,AMAZON
1334,2020-03-20,29.21,31.8,28.39,28.5,28.5,424282500,TESLA
1335,2020-03-20,61.79,62.96,57.0,57.31,55.97,401693200,APPLE
1336,2020-03-23,57.02,57.12,53.15,56.09,54.78,336752800,APPLE
1337,2020-03-23,149.66,152.31,142.25,148.1,148.1,29830800,META
1338,2020-03-23,91.39,95.97,90.6,95.14,95.14,156170000,AMAZON
1339,2020-03-23,28.91,29.47,27.37,28.95,28.95,246817500,TESLA
1340,2020-03-24,97.57,97.75,95.02,97.0,97.0,142942000,AMAZON
1341,2020-03-24,31.82,34.25,31.6,33.67,33.67,343428000,TESLA
1342,2020-03-24,155.21,161.31,152.57,160.98,160.98,30440400,META
1343,2020-03-24,59.09,61.92,58.58,61.72,60.27,287531200,APPLE
1344,2020-03-25,62.69,64.56,61.08,61.38,59.94,303602000,APPLE
1345,2020-03-25,36.35,37.13,34.07,35.95,35.95,318340500,TESLA
1346,2020-03-25,158.92,162.99,153.06,156.21,156.21,35184300,META
1347,2020-03-25,96.03,97.51,94.29,94.29,94.29,129582000,AMAZON
1348,2020-03-26,158.25,164.0,157.02,163.34,163.34,26556800,META
1349,2020-03-26,95.1,97.82,94.46,97.77,97.77,124426000,AMAZON
1350,2020-03-26,36.49,37.33,34.15,35.21,35.21,260710500,TESLA
1351,2020-03-26,61.63,64.67,61.59,64.61,63.09,252087200,APPLE
1352,2020-03-27,33.67,35.05,32.94,34.29,34.29,215661000,TESLA
1353,2020-03-27,63.19,63.97,61.76,61.94,60.48,204216800,APPLE
1354,2020-03-27,96.54,96.99,95.0,95.0,95.0,107758000,AMAZON
1355,2020-03-27,158.2,160.09,154.75,156.79,156.79,24879900,META
1356,2020-03-30,62.69,63.88,62.35,63.7,62.21,167976400,APPLE
1357,2020-03-30,159.18,166.75,158.06,165.95,165.95,22515200,META
1358,2020-03-30,34.02,34.44,32.75,33.48,33.48,179971500,TESLA
1359,2020-03-30,96.14,98.68,95.62,98.2,98.2,122522000,AMAZON
1360,2020-03-31,63.9,65.62,63.0,63.57,62.08,197002000,APPLE
1361,2020-03-31,165.48,170.93,164.2,166.8,166.8,23676300,META
1362,2020-03-31,33.42,36.2,33.13,34.93,34.93,266572500,TESLA
1363,2020-03-31,98.22,99.65,97.2,97.49,97.49,102472000,AMAZON
1364,2020-04-01,161.62,164.15,158.04,159.6,159.6,19507600,META
1365,2020-04-01,33.6,34.26,31.67,32.1,32.1,200298000,TESLA
1366,2020-04-01,61.62,62.18,59.78,60.23,58.81,176218400,APPLE
1367,2020-04-01,96.65,97.25,94.65,95.39,95.39,82438000,AMAZON
1368,2020-04-02,159.1,161.35,155.92,158.19,158.19,20886300,META
1369,2020-04-02,60.08,61.29,59.22,61.23,59.8,165934000,APPLE
1370,2020-04-02,32.07,32.95,29.76,30.3,30.3,297876000,TESLA
1371,2020-04-02,95.08,96.38,94.5,95.94,95.94,86720000,AMAZON
1372,2020-04-03,95.56,96.32,94.46,95.33,95.33,72198000,AMAZON
1373,2020-04-03,33.97,34.37,31.23,32.0,32.0,338431500,TESLA
1374,2020-04-03,60.7,61.42,59.74,60.35,58.94,129880000,APPLE
1375,2020-04-03,157.15,157.91,150.83,154.18,154.18,25983300,META
1376,2020-04-06,96.8,99.93,96.5,99.88,99.88,115464000,AMAZON
1377,2020-04-06,34.08,34.73,33.2,34.42,34.42,223527000,TESLA
1378,2020-04-06,160.15,166.2,158.51,165.55,165.55,28453600,META
1379,2020-04-06,62.72,65.78,62.35,65.62,64.08,201820400,APPLE
1380,2020-04-07,36.33,37.67,35.49,36.36,36.36,268797000,TESLA
1381,2020-04-07,171.79,173.39,166.01,168.83,168.83,31411900,META
1382,2020-04-07,67.7,67.93,64.75,64.86,63.34,202887200,APPLE
1383,2020-04-07,100.86,101.79,99.88,100.58,100.58,102280000,AMAZON
1384,2020-04-08,65.68,66.84,65.31,66.52,64.96,168895200,APPLE
1385,2020-04-08,101.05,102.2,100.56,102.15,102.15,79546000,AMAZON
1386,2020-04-08,171.25,175.0,167.74,174.28,174.28,21664200,META
1387,2020-04-08,36.95,37.15,35.56,36.59,36.59,189840000,TESLA
1388,2020-04-09,102.21,102.65,100.88,102.14,102.14,92930000,AMAZON
1389,2020-04-09,67.18,67.52,66.18,67.0,65.43,161834800,APPLE
1390,2020-04-09,37.47,38.35,37.14,38.2,38.2,204750000,TESLA
