,DATE,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME,COMPANY
50,2018-12-10,41.25,42.52,40.83,42.4,40.7,248104000,APPLE
51,2018-12-10,24.0,24.4,23.54,24.34,24.34,99202500,TESLA
52,2018-12-11,24.66,24.81,24.02,24.45,24.45,94632000,TESLA
53,2018-12-11,83.9,83.97,80.98,82.16,82.16,124894000,AMAZON
54,2018-12-11,42.92,42.95,41.75,42.16,40.46,189126800,APPLE
55,2018-12-11,143.88,143.88,141.1,142.08,142.08,20300300,META
56,2018-12-12,143.08,147.19,142.51,144.5,144.5,23696900,META
57,2018-12-12,83.45,85.25,83.01,83.18,83.18,131960000,AMAZON
58,2018-12-12,42.6,42.98,42.26,42.28,40.58,142510800,APPLE
59,2018-12-12,24.63,24.79,24.34,24.44,24.44,75405000,TESLA
60,2018-12-13,42.62,43.14,42.39,42.74,41.02,127594400,APPLE
61,2018-12-13,145.57,145.85,143.19,145.01,145.01,18148600,META
62,2018-12-13,24.68,25.16,24.45,25.12,25.12,110488500,TESLA
63,2018-12-13,84.0,84.61,82.07,82.92,82.92,105426000,AMAZON
64,2018-12-14,143.34,146.01,142.51,144.06,144.06,21785800,META
65,2018-12-14,25.0,25.19,24.29,24.38,24.38,95064000,TESLA
66,2018-12-14,42.25,42.27,41.32,41.37,39.71,162814800,APPLE
67,2018-12-14,81.9,82.13,79.25,79.6,79.6,127344000,AMAZON
68,2018-12-17,143.08,144.92,138.42,140.19,140.19,24334000,META
69,2018-12-17,78.3,78.81,75.25,76.05,76.05,176596000,AMAZON
70,2018-12-17,41.36,42.09,40.68,40.99,39.34,177151600,APPLE
71,2018-12-17,24.13,24.38,22.93,23.23,23.23,115110000,TESLA
72,2018-12-18,77.0,78.38,76.15,77.57,77.57,130460000,AMAZON
73,2018-12-18,23.37,23.44,22.25,22.47,22.47,106500000,TESLA
74,2018-12-18,41.35,41.88,41.1,41.52,39.85,135366000,APPLE
75,2018-12-18,141.08,145.93,139.83,143.66,143.66,24709100,META
76,2018-12-19,77.15,79.23,74.16,74.75,74.75,175844000,AMAZON
77,2018-12-19,22.51,23.13,21.98,22.2,22.2,124113000,TESLA
78,2018-12-19,141.21,144.91,132.5,133.24,133.24,57404900,META
79,2018-12-19,41.5,41.86,39.77,40.22,38.61,196189200,APPLE
80,2018-12-20,21.8,22.02,20.79,21.03,21.03,136078500,TESLA
81,2018-12-20,130.7,135.57,130.0,133.4,133.4,40297900,META
82,2018-12-20,74.2,75.47,71.63,73.04,73.04,199836000,AMAZON
83,2018-12-20,40.1,40.53,38.83,39.21,37.63,259092000,APPLE
84,2018-12-21,39.22,39.54,37.41,37.68,36.17,382978400,APPLE
85,2018-12-21,133.39,134.9,123.42,124.95,124.95,56901500,META
86,2018-12-21,73.25,74.0,68.2,68.87,68.87,272806000,AMAZON
87,2018-12-21,21.16,21.56,20.83,21.32,21.32,120252000,TESLA
88,2018-12-24,37.04,37.89,36.65,36.71,35.23,148676800,APPLE
89,2018-12-24,123.1,129.74,123.02,124.06,124.06,22066000,META
90,2018-12-24,67.3,69.8,65.35,67.2,67.2,144400000,AMAZON
91,2018-12-24,20.9,20.97,19.68,19.69,19.69,83398500,TESLA
92,2018-12-26,68.44,73.66,68.15,73.54,73.54,208236000,AMAZON
